	index	ID_ACCIDENT	DATE_	GROUPE_ACCIDENT	COMMUNE	CONDITIONS_LUMINEUSES	CONDITIONS_METEO	CONSEQUENCES	COOR_X	COOR_Y	ETAT_ROUTE	GENRE_ROUTE	HEURE	JOUR	LOCALITE	NB_ENFANTS_IMPLIQUES	NB_ENFANTS_ECOLE	NB_BLESSES_LEGERS	NB_BLESSES_GRAVES	NB_TUES	NB_PIETONS	NB_BICYCLETTES	NB_VAE_25	NB_VAE_45	NB_CYCLOMOTEURS	NB_MOTOS_50	NB_MOTOS_125	NB_MOTOS_11KW	NB_VOITURES_TOURISME	NB_VOITURES_LIVRAISON	NB_CAMIONS	NB_BUS	NB_TRAM	E	N	YEAR	MONTH	DAY	CAUSE_g	CAUSE_sg	location.latitude	location.longitude	placeId	road_name
2543	14903	1621114.0	2015-07-10	Accident en traversant une route	Genève	Jour	Beau	Avec blessés légers	6.13923703261291	46.197795116555575	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499698.0	1117092.0	2015	7	10	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.19777858182086	6.1391889863067535	ChIJ4yQirSp7jEcRmOxq2KXpQHU	Avenue du Mail
2544	14904	1644022.0	2015-08-28	Accident en parquant	Genève	Aurore / crépuscule	Couvert	Autres	6.138061024491892	46.19170870030895	Sèche	Route secondaire	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499596.0	1116417.0	2015	8	28	Autres mouvements dans la circulation	Marche arrière imprudente	46.191706137972325	6.138055970457143	ChIJO7h93Sl7jEcRlK09syZuV6s	Rue du Lièvre 2-4
2545	14905	1644647.0	2015-09-04	Accident en parquant	Genève	Jour	Beau	Autres	6.158361554285044	46.18673180002978	Sèche	Route principale	1899-12-30 11:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501154.0	1115838.0	2015	9	4	Autres mouvements dans la circulation	Marche arrière imprudente	46.18676170566411	6.1582927834541845	ChIJi-rdwsd6jEcR1Q7os1cqPZE	Avenue Louis-Aubert 2
2546	14906	1661254.0	2015-10-03	Dérapage ou perte de maîtrise	Genève	Inconnu	Beau	Autres	6.149665662166287	46.20440146180661	Sèche	Autre	1899-12-30 13:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500515.0	1117813.0	2015	10	3	Inattention et distraction	Manque d'attention momentané	46.204401134303644	6.149665937461082	ChIJ1QOP_y5ljEcR6iFN-RmOX9o	Unnamed Road
2547	14907	1655728.0	2015-10-01	Dérapage ou perte de maîtrise	Genève	Nuit	Couvert	Autres	6.150844743822407	46.203857123766326	Sèche	Route principale	1899-12-30 22:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500605.0	1117751.0	2015	10	1	Etat / intention du conducteur	Influence de l'alcool	46.20385928174674	6.150845948409468	ChIJdw3wNy5ljEcR5LsYHetA0NY	Quai du Général-Guisan 28
2548	14908	1640398.0	2015-08-25	Accident en parquant	Plan-les-Ouates	Jour	Couvert	Autres	6.121452303297273	46.16926673796186	Sèche	Autre	1899-12-30 16:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498272.0	1113944.0	2015	8	25	Inattention et distraction	Manque d'attention momentané	46.16925558723072	6.121431351341013	ChIJ1-Xy7g97jEcRgOALjQaJNNI	Chemin de Vers 2-4
2549	14909	1652492.0	2015-09-23	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Avec blessés graves	6.146394889374254	46.21117464382495	Sèche	Route secondaire	1899-12-30 17:00:00	Mercredi	A l'intérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2500275.0	1118570.0	2015	9	23	Inattention et distraction	Manque d'attention momentané	46.211185501717644	6.146400993944628	ChIJbQSYxSZljEcRWB24dy5z4ig	Rue de Monthoux 50-52
2550	14910	1622800.0	2015-07-14	Accident en s'engageant sur une route	Genève	Jour	Beau	Avec blessés légers	6.143602339449365	46.20817367371601	Sèche	Route secondaire	1899-12-30 17:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2500054.0	1118240.0	2015	7	14	Refus d'accorder la priorité	Priorité au démarrage du bord de la route	46.208183839822205	6.143604049344512	ChIJizsN6idljEcRzuTfxNe4mA4	Rue de Chantepoulet 25-15
2551	14911	1653527.0	2015-09-26	Collision frontale	Genève	Jour	Beau	Avec blessés graves	6.15682119394964	46.202629643369896	Sèche	Route principale	1899-12-30 10:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2501064.0	1117607.0	2015	9	26	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.20261079581143	6.156804344759598	ChIJUUTcTjFljEcRYOj1dLwFyM4	Avenue Pictet-de-Rochemont 2-6
2552	14912	1639250.0	2015-08-23	Accident en parquant	Genève	Nuit	Beau	Autres	6.129130267568344	46.2139805560594	Sèche	Route principale	1899-12-30 01:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498948.0	1118904.0	2015	8	23	Etat / intention du conducteur	Influence de l'alcool	46.21399076661143	6.129138279534423	ChIJYy9YosNkjEcRueqZ6vPIkb8	Route de Meyrin 2-8
2553	14913	1624826.0	2015-07-19	Accident par tamponnement	Cologny	Jour	Beau	Avec blessés légers	6.184713212017961	46.22700942172342	Sèche	Route principale	1899-12-30 14:00:00	Dimanche	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2503260.0	1120282.0	2015	7	19	Inattention et distraction	Manque d'attention momentané	46.22703591772936	6.184668601710353	ChIJ89VubHtljEcRqCOEABZ0I7g	Quai de Cologny 61
2554	14914	1644692.0	2015-09-04	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Plan-les-Ouates	Jour	Beau	Autres	6.099638110088713	46.159563049250345	Sèche	Route principale	1899-12-30 12:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2496569.0	1112894.0	2015	9	4	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.15959165262083	6.0995895563452684	ChIJgcO5GJ17jEcRXEFmFRWo0Mg	Route de Saint-Julien
2555	14915	1625766.0	2015-07-21	Accident par tamponnement	Petit-Lancy	Jour	Beau	Avec blessés légers	6.120283770385304	46.183827996366084	Sèche	Route principale	1899-12-30 15:00:00	Mardi	A l'extérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2498209.0	1115564.0	2015	7	21	Inattention et distraction	Manque d'attention momentané	46.18382999841477	6.120317910043322	ChIJRX5ZGzx7jEcRbqjEcJpf3yc	Route du Pont Butin
2556	14916	1621455.0	2015-07-11	Accident par tamponnement	Vernier	Jour	Beau	Autres	6.111844661790117	46.21119653171141	Sèche	Route secondaire	1899-12-30 15:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2497609.0	1118617.0	2015	7	11	Cause inconnue	Cause inconnue	46.211203344708395	6.111845887637171	ChIJW4JA_bpkjEcRKou2u62ej7U	Avenue de Châtelaine 95-91
2557	14918	1669827.0	2015-11-05	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Meyrin	Jour	Beau	Autres	6.093553608573068	46.22293690239496	Sèche	Route secondaire	1899-12-30 15:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496220.0	1119946.0	2015	11	5	Inattention et distraction	Manque d'attention momentané	46.22297919893162	6.0935765158596125	ChIJR5f3EmZjjEcRJc5uMX8xdGw	Route de Meyrin
2558	14919	1687369.0	2015-12-17	Dérapage ou perte de maîtrise	Onex	Nuit	Autre	Autres	6.097774299409197	46.18214111583397	Humide	Route principale	1899-12-30 02:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2496468.0	1115406.0	2015	12	17	Vitesse	Inadaptée aux conditions de visibilité (réduite en raison du temps, de la luminosité)	46.1821646395294	6.0977533159935895	ChIJ34Kg3V17jEcRuY1plhUrU4Y	Route de Chancy 142
2559	14920	1675387.0	2015-11-18	Accident en s'engageant sur une route	Satigny	Jour	Couvert	Avec blessés graves	6.045746140279917	46.196715500093916	Sèche	Route principale	1899-12-30 16:00:00	Mercredi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2492480.0	1117096.0	2015	11	18	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Stop'	46.19672723982802	6.0456415281165325	ChIJedSGOyl9jEcRFHChF2XUOZw	Route d'Aire-la-Ville 105-101
2560	14921	1688824.0	2015-12-20	Accident par tamponnement	Genève	Jour	Beau	Avec blessés légers	6.126926113118224	46.20864680601152	Sèche	Route secondaire	1899-12-30 13:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2498768.0	1118314.0	2015	12	20	Inattention et distraction	Manque d'attention momentané	46.208645311547365	6.126995570665858	ChIJR0fHk8VkjEcRuAThuznXZX0	Avenue Wendt 4-12
2561	15017	1569850.0	2015-03-10	Accident en quittant une route	Genève	Nuit	Couvert	Avec blessés légers	6.138879270924094	46.20734563697385	Sèche	Route principale	1899-12-30 21:00:00	Mardi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2499688.0	1118154.0	2015	3	10	Refus d'accorder la priorité	Priorité en obliquant à gauche devant des véhicules venant en sens inverse	46.20736848548128	6.138906175916323	ChIJAxQ5ftdkjEcRbGjMm_1xo5k	Rue Voltaire 6
2562	15018	1546283.0	2015-01-08	Accident par tamponnement	Le Grand-Saconnex	Nuit	Couvert	Avec blessés graves	6.129408817519496	46.23040306577171	Mouillée	Route secondaire	1899-12-30 21:00:00	Jeudi	A l'extérieur d'une localité	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499000.0	1120729.0	2015	1	8	Inattention et distraction	Manque d'attention momentané	46.23040201416804	6.12940677060219	ChIJbwEM2_NkjEcRCnRyHF8oBl4	Route des Morillons
2563	15020	1592122.0	2015-05-01	Dérapage ou perte de maîtrise	Carouge GE	Inconnu	Beau	Autres	6.135450999503576	46.18331151704898	Sèche	Route principale	1899-12-30 07:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499379.0	1115487.0	2015	5	1	Cause inconnue	Cause inconnue	46.18332113108996	6.135470004723192	ChIJTeO5tiB7jEcRpY-2uheyXvU	Rue Jacques-Grosselin
2564	15021	1619338.0	2015-07-06	Dérapage ou perte de maîtrise	Puplinge	Jour	Beau	Avec blessés légers	6.2405491491330265	46.20797623226254	Sèche	Route secondaire	1899-12-30 18:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2507535.0	1118099.0	2015	7	6	Vitesse	Inadaptée au tracé de la route (virage serré, proximité d'un débouché, etc.)	46.20798	6.2405162	ChIJ7-OuJTdujEcRJPJNcm85VUY	Route de Cornière 54-70
2565	15022	1630109.0	2015-07-31	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.125297304085286	46.20955453626978	Sèche	Route secondaire	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2498644.0	1118417.0	2015	7	31	Inattention et distraction	Manque d'attention momentané	46.2095483930606	6.125295448542904	ChIJc3iI38VkjEcRwKvQ0WqzRIQ	Rue de Bourgogne
2566	15023	1631889.0	2015-08-04	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Avec blessés légers	6.1433832823229535	46.19506277965097	Sèche	Route secondaire	1899-12-30 16:00:00	Mardi	Non renseigné	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2500013.0	1116783.0	2015	8	4	Dépassement (circulation)	En dépassant de trop près (latéral)	46.195091956507504	6.143375970568083	ChIJE7XJXtR6jEcRdj5BTiMKwOI	Boulevard du Pont-d'Arve 39-31
2567	15024	1683309.0	2015-12-06	Accident en parquant	Genève	Nuit	Beau	Autres	6.142620663239788	46.197708084636744	Humide	Route principale	1899-12-30 17:00:00	Dimanche	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499959.0	1117078.0	2015	12	6	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.19766464320734	6.1427115599776565	ChIJf2eLKtV6jEcRwGcFwQvLSbQ	Passage du Rond-Point 4
2568	15155	1669184.0	2015-11-03	Accident en parquant	Genève	Inconnu	Autre	Autres	6.116585027584845	46.20597999669721	Sèche	Autre	1899-12-30 19:00:00	Mardi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2497965.0	1118031.0	2015	11	3	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20597384631064	6.1165879882573035	ChIJ_c_7U7ZkjEcREHdyGyz4rlg	Saint-Jean - Charmilles
2569	15156	1664553.0	2015-10-23	Accident en parquant	Genève	Nuit	Beau	Autres	6.138398778546177	46.188959563232146	Sèche	Route secondaire	1899-12-30 22:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499617.0	1116111.0	2015	10	23	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.188960179615144	6.138381295218479	ChIJ8wsG59d6jEcRnG4FvQ2F-u8	Rue Caroline 41-29
2570	15157	1672487.0	2015-11-12	Dérapage ou perte de maîtrise	Genève	Jour	Beau	Autres	6.1422477018213915	46.198135647039145	Sèche	Route principale	1899-12-30 11:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499931.0	1117126.0	2015	11	12	Inattention et distraction	Manque d'attention momentané	46.19817959509695	6.1422496103747175	ChIJyXna0CpljEcRfCxVKJJGwFg	Rond-Point de Plainpalais
2571	15158	1622602.0	2015-12-28	Accident en parquant	Genève	Jour	Couvert	Autres	6.123541705986472	46.21409550230894	Humide	Route secondaire	1899-12-30 20:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2498517.0	1118924.0	2015	12	28	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.21412241797823	6.123567906572468	ChIJ2X1DJMFkjEcREWmTOWINfnE	Avenue De-Luserna
2572	15160	1687912.0	2015-12-18	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Beau	Autres	6.150448026800605	46.20419447380429	Sèche	Route principale	1899-12-30 10:00:00	Vendredi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2500575.0	1117789.0	2015	12	18	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.204209374542856	6.150474498901358	ChIJ-5akTi5ljEcR_0O5CE_kXZ8	Pont du Mont-Blanc
2573	15161	1685004.0	2015-12-11	Dérapage ou perte de maîtrise	Genève	Jour	Couvert	Autres	6.140141591517008	46.22123329949638	Sèche	Route principale	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2499811.0	1119696.0	2015	12	11	Inattention et distraction	Manque d'attention momentané	46.22122664402335	6.14009525989216	ChIJo32XQ-FkjEcRQXqHeOIJMic	Rue de Montbrillant 87-85
2574	15162	1684315.0	2015-12-10	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Couvert	Avec blessés graves	6.1417299453461025	46.20844006624428	Sèche	Route secondaire	1899-12-30 08:00:00	Jeudi	Non renseigné	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2499910.0	1118272.0	2015	12	10	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.208485267776716	6.141740433661612	ChIJX1mMDNhkjEcRKLMiiUu0Uto	Grottes - Saint-Gervais
2575	15163	1677011.0	2015-11-22	Accident impliquant des piétons	Genève	Nuit	Beau	Avec blessés légers	6.1437133648120765	46.209497482183245	Sèche	Route secondaire	1899-12-30 18:00:00	Dimanche	Non renseigné	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2500065.0	1118387.0	2015	11	22	Circulation à droite / à gauche et présélectionnement	Circulation à gauche, couper les virages	46.20948839226886	6.143728423044143	ChIJZch_CSdljEcResj0wh6FYgY	Rue Pradier 9-3
2576	15164	1679190.0	2015-11-26	Accident en parquant	Genève	Jour	Autre	Autres	6.160532077861763	46.20020662227104	Autre	Route secondaire	1899-12-30 18:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2501346.0	1117333.0	2015	11	26	Autres mouvements dans la circulation	Marche arrière imprudente	46.20022371552738	6.160538450822903	ChIJs-PfvjVljEcRzXJzQEbr-8E	Rue de la Terrassière 50-58
2577	15221	1573944.0	2015-03-19	Accident par tamponnement	Genève	Nuit	Beau	Avec blessés graves	6.147938649833129	46.20673888526974	Sèche	Route principale	1899-12-30 23:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	2500386.0	1118075.0	2015	3	19	Etat / intention du conducteur	Influence de l'alcool	46.20673903555443	6.14794005381191	ChIJhcyWVy9ljEcR3BY4m3OgDA4	Unnamed Road
2578	15222	1554875.0	2015-01-30	Accident en parquant	Vernier	Nuit	Couvert	Autres	6.09637349924916	46.203222221944465	Enneigée	Route secondaire	1899-12-30 16:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2496400.0	1117751.0	2015	1	30	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.20321786338168	6.0964207343054815	ChIJQcNUd6pkjEcRESmwsG_2x6g	Avenue du Lignon
2579	15223	1554748.0	2015-01-30	Dérapage ou perte de maîtrise	Chêne-Bourg	Nuit	Beau	Avec blessés graves	6.197221215144361	46.199815614198535	Verglacée	Route secondaire	1899-12-30 22:00:00	Vendredi	Non renseigné	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2504177.0	1117244.0	2015	1	30	Vitesse	Inadaptée au tracé de la route (virage serré, proximité d'un débouché, etc.)	46.19986205869974	6.197155502762108	ChIJXbCSo-RvjEcRQoniN4uh4GM	Avenue de Bel-Air 44-48
2580	15224	1554278.0	2015-01-29	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genève	Jour	Pluie	Autres	6.1449033784966876	46.200874178543565	Mouillée	Route principale	1899-12-30 13:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500141.0	1117427.0	2015	1	29	Inattention et distraction	Manque d'attention momentané	46.20091851928424	6.144949488238487	ChIJNQ8WjytljEcRbn23ub9_IuA	Rue de la Croix-Rouge
2581	15225	1608979.0	2015-03-02	Accident par tamponnement	Genève	Aurore / crépuscule	Beau	Autres	6.128043364293751	46.19831340061889	Sèche	Route principale	1899-12-30 05:00:00	Lundi	A l'extérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2498835.0	1117164.0	2015	3	2	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.19831134611768	6.1280582575660585	ChIJoSK5rTJ7jEcRLZO9bZTAMhg	Route des Jeunes
2582	15226	1573928.0	2015-03-19	Dérapage ou perte de maîtrise	Genève	Nuit	Beau	Autres	6.111900814087614	46.20783235379545	Sèche	Route secondaire	1899-12-30 22:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2497607.0	1118243.0	2015	3	19	Influence / comportement du piéton	Non-utilisation du passage pour piétons (à moins de 50 m)	46.2078467085561	6.111858127673826	ChIJ-4Z18bBkjEcRxu4uLj58_w8	Avenue Henri-Golay 27-21
2583	15227	1562893.0	2015-02-21	Accident en traversant une route	Genève	Jour	Chute de neige	Avec blessés légers	6.149948900765556	46.19736918731414	Mouillée	Route principale	1899-12-30 14:00:00	Samedi	A l'intérieur d'une localité	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2500524.0	1117031.0	2015	2	21	Non-respect de la signalisation lumineuse	Non-respect d'un feu rouge	46.19740073675994	6.149998654390786	ChIJKecRTS1ljEcROPhu_Se1k18	Rue de l'Athénée 10
2584	15228	1544613.0	2015-01-05	Accident en quittant une route	Genève	Jour	Beau	Autres	6.147543968499613	46.210809930886924	Sèche	Route secondaire	1899-12-30 07:00:00	Lundi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2500363.0	1118528.0	2015	1	5	Refus d'accorder la priorité	En obliquant à droite devant un véhicule dans la même direction	46.210827328952035	6.1475543488182485	ChIJX2ENoCZljEcR8SShO9fIijQ	Rue de Monthoux 29-21
2585	15229	1553149.0	2015-01-26	Accident en traversant une route	Meyrin	Aurore / crépuscule	Chute de neige	Autres	6.0848478391504415	46.22950855401257	Mouillée	Route principale	1899-12-30 18:00:00	Lundi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2495561.0	1120688.0	2015	1	26	Refus d'accorder la priorité	Priorité avec une signalisation fixe 'Cédez le passage'	46.22944047489185	6.0847817132011945	ChIJmawX_21jjEcRMWuXLhHYfWk	:ERROR STATUS: NOT_FOUND
2586	15230	1543551.0	2015-01-01	Dérapage ou perte de maîtrise	Hermance	Nuit	Beau	Autres	6.246354680071963	46.30253863148504	Sèche	Route principale	1899-12-30 07:00:00	Jeudi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2508143.0	1128603.0	2015	1	1	Inattention et distraction	Manque d'attention momentané	46.302537396026594	6.246354525889911	ChIJh-8M_vtojEcRZMSu649TIjQ	Route d'Hermance 537-521
2587	15231	1560434.0	2015-02-16	Accident lors d'un dépassement ou lors d'un changement de voie de circulation	Genthod	Jour	Couvert	Autres	6.159080531259201	46.260810675841206	Sèche	Route secondaire	1899-12-30 07:00:00	Lundi	Non renseigné	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2501344.0	1124071.0	2015	2	16	Circulation à droite / à gauche et présélectionnement	Manque d'égards en changeant de voie	46.26080945721536	6.159083645770378	ChIJq6U5ns5ljEcRLBAvwqXlHng	1
2588	15232	1590097.0	2015-04-24	Accident en parquant	Genève	Inconnu	Beau	Autres	6.146455849700359	46.20969986234569	Sèche	Route secondaire	1899-12-30 18:00:00	Vendredi	A l'intérieur d'une localité	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2500277.0	1118406.0	2015	4	24	Cause inconnue	Véhicule stationné (omission de la déclaration obligatoire)	46.209696333176616	6.146453464715952	ChIJkcEXiyZljEcRXoUUNH0QzGo	Rue Sigismond-Thalberg
2589	15277	1567652.0	2015-03-05	Accident en s'engageant sur une route	Petit-Lancy	Jour	Beau	Avec blessés graves	6.1339725028980485	46.17528723882639	Sèche	Route secondaire	1899-12-30 17:00:00	Jeudi	Non renseigné	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2499250.0	1114597.0	2015	3	5	Refus d'accorder la priorité	Refus d'accorder la priorité en entrant dans le trafic (depuis un chemin rural, forestier, etc.)	46.1752447376444	6.133906495728536	ChIJjyv5Fh57jEcREBcHokpa1qg	Chemin de Grange-Collomb 4-34
