NO_SIREDO;NO_POINT_MESURE;CODE_VOIE;NOM_VOIE;DIRECTION;TJOM;TJOM_ANNEE;TJM;TJM_ANNEE;DISPONIBILITE;ANGLE;PRESELECTION;ID_GM_TRONCON;CAPTEUR;DATEDT;NOM_POINT_DE_MESURE;E;N;HPM;HPS
258.1;8809;06785;Avenue des Communes-Réunies;;3147;2015;2789;2015;2 mois par an;168.0;Toutes_Directions;114968.0;PCRT;2016-10-12 10:04:57;Communes-Réunies / Palettes;2498380.72;1114622.94;;
260.2;8810;17183;Chemin des Palettes;;7004;2015;6362;2015;2 mois par an;100.0;Toutes_Directions;115160.0;PCRT;2016-10-12 10:04:57;Palettes / Communes-Réunies;2498340.85;1114668.23;;
260.1;8811;17183;Chemin des Palettes;;4745;2015;4405;2015;2 mois par an;280.0;Toutes_Directions;115160.0;PCRT;2016-10-12 10:04:57;Palettes / Communes-Réunies;2498340.94;1114680.12;;
270.1;48860;21628;Route de Saint-Julien;;16394;2015;15133;2015;2 mois par an;55.0;Toutes_Directions;115134.0;PCRT;2016-10-12 10:04:57;Saint-Julien / Sapey;2498688.72;1114330.01;;
262.2;9315;21628;Route de Saint-Julien;;6348;2015;5860;2015;2 mois par an;55.0;Toutes_Directions;115148.0;PCRT;2016-10-12 10:04:56;Saint-Julien / Communes-Réunies;2498424.67;1114146.42;;
262.1;9316;21628;Route de Saint-Julien;;7719;2015;7088;2015;2 mois par an;235.0;Toutes_Directions;115148.0;PCRT;2016-10-12 10:04:56;Saint-Julien / Communes-Réunies;2498429.11;1114155.93;;
264.2;9317;03662;Route du Camp;;4127;2015;3766;2015;2 mois par an;345.0;Toutes_Directions;120599.0;PCRT;2016-10-12 10:04:56;Camp / Saint-Julien;2498486.83;1114112.17;;
264.1;9318;03662;Route du Camp;;4450;2015;4069;2015;2 mois par an;165.0;Toutes_Directions;120599.0;PCRT;2016-10-12 10:04:56;Camp / Saint-Julien;2498479.68;1114115.17;;
3292.2000000000003;293;90409;Pont de La-Plaine;;1899;2015;1716;2015;3 semaines/an;202.0;Toutes_Directions;111859.0;PERIOD;2016-10-12 10:38:16.000001;La-Plaine (Pont);2488964.80;1114890.88;;
3292.1;292;90409;Pont de La-Plaine;;2066;2015;1845;2015;3 semaines/an;18.0;Toutes_Directions;111859.0;PERIOD;2016-10-12 10:06:06;La-Plaine (Pont);2488963.94;1114875.09;;
5276.2;277;04430;Route de Challex;;1003;2015;875;2015;1 fois tous les 5 ans;100.0;Toutes_Directions;114920.0;PERIOD;2016-10-12 10:06:05.000001;Douane de La Plaine (route de Challex);2488381.35;1115050.42;;
5276.1;276;04430;Route de Challex;;956;2015;839;2015;1 fois tous les 5 ans;280.0;Toutes_Directions;114920.0;PERIOD;2016-10-12 10:06:05.000001;Douane de La Plaine (route de Challex);2488399.66;1115051.04;;
5274.2;275;24511;Route de Valleiry;;1761;2015;1541;2015;1 fois tous les 5 ans;30.0;Toutes_Directions;115329.0;PERIOD;2016-10-12 10:06:04;Douane de Chancy II (route Valleiry);2486661.07;1110906.85;;
5274.1;274;24511;Route de Valleiry;;1746;2015;1524;2015;1 fois tous les 5 ans;220.0;Toutes_Directions;115329.0;PERIOD;2016-10-12 10:06:04;Douane de Chancy II (route Valleiry);2486660.79;1110910.74;;
5238.1;238;14796;Route du Mandement;;1105;2015;912;2015;1 fois tous les 5 ans;292.0;Toutes_Directions;112969.0;PERIOD;2016-10-12 10:06:03;Douane de Dardagny (Mandement);2488353.58;1117104.31;;
3180.2000000000003;181;04081;Avenue Louis- CASAÏ;;12898;2015;11510;2015;3 semaines/an;143.0;Toutes_Directions;115289.0;PERIOD;2016-10-12 10:06:02;Louis-Casaï / Terroux;2497431.98;1119977.25;;
3180.1;180;04081;Avenue Louis- CASAÏ;;10819;2015;10053;2015;3 semaines/an;323.0;Toutes_Directions;115289.0;PERIOD;2016-10-12 10:06:02;Louis-Casaï / Terroux;2497439.85;1119977.00;;
6104.2;27016;04766;Route de Chancy;;7114;2015;6786;2015;2 mois par an;65.0;Toutes_Directions;117533.0;PCRT;2016-10-12 10:06:02;Chancy / Clair-Matin;2497552.15;1115990.97;;
6104.1;27060;04766;Route de Chancy;;6806;2015;6499;2015;2 mois par an;245.0;Toutes_Directions;117533.0;PCRT;2016-10-12 10:06:01;Chancy / Clair-Matin;2497547.75;1116002.25;;
3174.2000000000003;175;01350;Route de Base;;6415;2015;5399;2015;3 semaines/an;50.0;Toutes_Directions;116863.0;PERIOD;2016-10-12 10:06:00;Base (Route);2496021.46;1113285.72;;
3174.1;174;01350;Route de Base;;5395;2015;4621;2015;3 semaines/an;230.0;Toutes_Directions;119817.0;PERIOD;2016-10-12 10:06:00;Base (Route);2496022.00;1113291.54;;
3172.2000000000003;173;04766;Route de Chancy;;5819;2015;5221;2015;3 semaines/an;85.0;Toutes_Directions;112160.0;PERIOD;2016-10-12 10:05:59;Chancy, hauteur Grave;2492299.74;1114395.04;;
3172.1;172;04766;Route de Chancy;;5693;2015;5114;2015;3 semaines/an;265.0;Toutes_Directions;110105.0;PERIOD;2016-10-12 10:05:59;Chancy, hauteur Grave;2492306.16;1114404.40;;
3170.2000000000003;171;14796;Route du Mandement;;6188;2015;5532;2015;3 semaines/an;55.0;Toutes_Directions;112127.0;PERIOD;2016-10-12 10:05:58;Mandement (Route);2492546.02;1119849.01;;
3170.1;170;14796;Route du Mandement;;6613;2015;5889;2015;3 semaines/an;235.0;Toutes_Directions;112127.0;PERIOD;2016-10-12 10:05:58;Mandement (Route);2492546.15;1119856.58;;
3168.2000000000003;169;22349;Chemin de la Seymaz;;4064;2015;3596;2015;3 semaines/an;245.0;Toutes_Directions;120486.0;PERIOD;2016-10-12 10:05:57.000001;Seymaz (Chemin);2504684.02;1118403.79;;
3168.1;168;22349;Chemin de la Seymaz;;4071;2015;3655;2015;3 semaines/an;65.0;Toutes_Directions;120486.0;PERIOD;2016-10-12 10:05:57.000001;Seymaz (Chemin);2504674.99;1118397.21;;
3166.2000000000003;167;24570;Route de Vandoeuvres;;5906;2015;5207;2015;3 semaines/an;233.0;Toutes_Directions;115818.0;PERIOD;2016-10-12 10:05:56;Vandoeuvres n°95;2504369.78;1119373.34;;
3166.1;166;24570;Route de Vandoeuvres;;4698;2015;4191;2015;3 semaines/an;53.0;Toutes_Directions;115818.0;PERIOD;2016-10-12 10:05:56;Vandoeuvres n°95;2504372.19;1119369.07;;
3164.2000000000003;165;03778;Route de La-Capite;;4911;2015;4468;2015;3 semaines/an;220.0;Toutes_Directions;110980.0;PERIOD;2016-10-12 10:05:55;La-Capite n°110;2504177.99;1120434.04;;
3164.1;164;03778;Route de La-Capite;;4834;2015;4346;2015;3 semaines/an;40.0;Toutes_Directions;110980.0;PERIOD;2016-10-12 10:05:55;La-Capite n°110;2504176.57;1120427.94;;
3160.2000000000003;161;16780;Route du Nant-d'Avril;;6473;2015;5162;2015;3 semaines/an;105.0;Toutes_Directions;116448.0;PERIOD;2016-10-12 10:05:54;;2494655.24;1119836.14;;
3160.1;160;16780;Route du Nant-d'Avril;;8015;2015;6507;2015;3 semaines/an;285.0;Toutes_Directions;116448.0;PERIOD;2016-10-12 10:05:54;;2494663.93;1119844.45;;
6109.2;41109;04766;Route de Chancy;;6541;2015;6207;2015;2 mois par an;60.0;Toutes_Directions;115367.0;PCRT;2016-10-12 10:05:54;Chancy / Dode;2496300.84;1115294.97;;
6109.1;41108;04766;Route de Chancy;;7168;2015;6752;2015;2 mois par an;240.0;Toutes_Directions;115367.0;PCRT;2016-10-12 10:05:53;Chancy / Dode;2496301.19;1115306.62;;
3146.2000000000003;147;18414;Chemin de Pinchat;;3581;2015;3212;2015;3 semaines/an;310.0;Toutes_Directions;119004.0;PERIOD;2016-10-12 10:05:53;Pinchat n°18;2500106.27;1114880.20;;
3146.1;146;18414;Chemin de Pinchat;;4036;2015;3592;2015;3 semaines/an;130.0;Toutes_Directions;115984.0;PERIOD;2016-10-12 10:05:52;Pinchat n°18;2500101.54;1114880.28;;
3142.2000000000003;143;90670;Pont de Sierne;;12660;2015;11446;2015;3 semaines/an;8.0;Toutes_Directions;110003.0;PERIOD;2016-10-12 10:05:52;Sierne (Pont);2503020.58;1114990.21;;
3142.1;142;90670;Pont de Sierne;;10916;2015;9956;2015;3 semaines/an;188.0;Toutes_Directions;110003.0;PERIOD;2016-10-12 10:05:51;Sierne (Pont);2503013.75;1114995.44;;
3136.2000000000003;137;09970;Route des Fayards;;4898;2015;4536;2015;3 semaines/an;55.0;Toutes_Directions;114923.0;PERIOD;2016-10-12 10:05:50;Douane de Vireloup (Route de Fayards);2498337.48;1124141.79;;
3136.1;136;09970;Route des Fayards;;4545;2015;4113;2015;3 semaines/an;235.0;Toutes_Directions;114923.0;PERIOD;2016-10-12 10:05:48;Douane de Vireloup (Route de Fayards);2498329.16;1124140.35;;
3134.2000000000003;135;54160;Avenue A.-F.- DUBOIS;;7704;2015;7207;2015;3 semaines/an;225.0;Toutes_Directions;119069.0;PERIOD;2016-10-12 10:05:48;Douane de Mategnin (Avenue A.-F.-Dubois);2495822.38;1121937.93;;
349.2;46412;10057;Route de Ferney;;8763;2015;8308;2015;Suspendu;198.0;Toutes_Directions;115331.0;PCRT;2016-10-12 10:05:47;Ferney / Peyrot;2498552.30;1121859.03;;
6025.2;22004;10731;Avenue de France;;6386;2015;6129;2015;365 jrs/an;300.0;Toutes_Directions;117568.0;PCRT;2016-10-12 10:37:59;France / Montbrillant;2499856.71;1119702.17;;
6040.1;2171;13617;Rue de Lausanne;;18965;2015;17868;2015;365 jrs/an;345.0;Toutes_Directions;110073.0;PCRT;2016-10-12 10:37:58;Lausanne / Thomas;2500432.94;1120074.77;;
320.2;7766;14605;Route de Malagnou;;12507;2015;11607;2015;365 jrs/an;285.0;Toutes_Directions;120051.0;PCRT;2016-10-12 10:37:57;Malagnou / Weber;2501628.91;1116932.20;;
320.1;7770;14605;Route de Malagnou;;13791;2015;12771;2015;365 jrs/an;105.0;Toutes_Directions;120051.0;PCRT;2016-10-12 10:37:56;Malagnou / Weber;2501623.44;1116927.67;;
318.2;18486;14605;Route de Malagnou;;14476;2015;13471;2015;2 mois par an;305.0;Toutes_Directions;112857.0;PCRT;2016-10-12 10:37:55;Malagnou / Boisserette;2501973.32;1116792.12;;
316.2;8681;21601;Rue de Saint-Jean;;15183;2015;14552;2015;non;70.0;Toutes_Directions;111234.0;PCRT;2016-10-12 10:38:03;Saint-Jean / Délices;2499158.74;1117937.75;;
316.1;8611;21601;Rue de Saint-Jean;;2860;2015;2717;2015;sur demande;250.0;Toutes_Directions;111234.0;PCRT;2016-10-12 10:38:05;Saint-Jean / Délices;2499159.57;1117943.57;;
315.1;8605;05002;Rue des Charmilles;;6251;2015;5879;2015;365 jrs/an;300.0;Toutes_Directions;116692.0;PCRT;2016-10-12 10:37:54;Charmilles / Délices;2499151.76;1118005.59;;
66.2;2790;14265;Rue de Lyon;;10855;2015;10434;2015;2 mois par an;290.0;Toutes_Directions;111475.0;PCRT;2016-10-12 10:37:53;Lyon / Tronchin;2499279.12;1118310.27;;
315.2;8686;05002;Rue des Charmilles;;7115;2015;6723;2015;365 jrs/an;120.0;Toutes_Directions;116692.0;PCRT;2016-10-12 10:37:52;Charmilles / Délices;2499146.59;1118002.75;;
309.2;16961;11282;Rue de Genève;;8447;2015;8394;2015;365 jrs/an;290.0;Toutes_Directions;115189.0;PCRT;2016-10-12 10:37:51;Douane de Moillesulaz;2504630.77;1116466.92;;
309.1;16927;11282;Rue de Genève;;7486;2015;7397;2015;365 jrs/an;102.0;Toutes_Directions;115189.0;PCRT;2016-10-12 10:37:50;"Douane de Moillesulaz
";2504622.20;1116452.86;;
307.2;14681;04766;Route de Chancy;;10217;2015;9242;2015;365 jrs/an;75.0;Toutes_Directions;117527.0;PCRT;2016-10-12 10:37:49.000001;Chancy / Creux;2494838.91;1115130.21;;
307.1;14625;04766;Route de Chancy;;10430;2015;9456;2015;365 jrs/an;255.0;Toutes_Directions;117527.0;PCRT;2016-10-12 10:37:48;Chancy / Creux;2494835.54;1115139.47;;
6119.1;12231;22640;Route de Soral;;3220;2015;2919;2015;2 mois par an;200.0;Tourner_Droite;117906.0;PCRT;2016-10-12 10:37:47;Soral / Chancy;2495743.52;1114967.48;;
6118.2;12230;04766;Route de Chancy;;8891;2015;8475;2015;365 jrs/an;75.0;Toutes_Directions;115130.0;PCRT;2016-10-12 10:37:46;Chancy / Soral;2495802.06;1115024.82;;
6118.1;12261;04766;Route de Chancy;;9976;2015;9367;2015;365 jrs/an;255.0;Toutes_Directions;118846.0;PCRT;2016-10-12 10:37:45;Chancy / Soral;2495800.44;1115035.28;;
6119.2;12260;22640;Route de Soral;;3399;2015;3118;2015;2 mois par an;20.0;Toutes_Directions;117906.0;PCRT;2016-10-12 10:37:44;Soral / Chancy;2495751.58;1114964.82;;
3134.1;134;54160;Avenue A.-F.- DUBOIS;;7960;2015;7449;2015;3 semaines/an;45.0;Toutes_Directions;119069.0;PERIOD;2016-10-12 10:37:44;Douane de Mategnin (Avenue A.-F.-Dubois);2495820.77;1121930.76;;
3132.2000000000003;133;12599;Route d' Hermance;;2651;2015;2357;2015;3 semaines/an;205.0;Toutes_Directions;110839.0;PERIOD;2016-10-12 10:37:43;;2508230.26;1128620.33;;
3132.1;132;12599;Route d' Hermance;;2598;2015;2284;2015;3 semaines/an;25.0;Toutes_Directions;110839.0;PERIOD;2016-10-12 10:37:42;;2508230.58;1128615.06;;
3130.2000000000003;131;23604;Route de Thonon;;7797;2015;7415;2015;3 semaines/an;220.0;Toutes_Directions;120150.0;PERIOD;2016-10-12 10:37:41.000001;;2507507.41;1124919.90;;
3130.1;130;23604;Route de Thonon;;8535;2015;7956;2015;3 semaines/an;40.0;Toutes_Directions;120150.0;PERIOD;2016-10-12 10:37:40;;2507513.46;1124900.16;;
3128.2000000000003;129;15830;Route de Mon-Idée;;5450;2015;4908;2015;3 semaines/an;330.0;Toutes_Directions;117522.0;PERIOD;2016-10-12 10:37:39;Douane de Mon-Idée (Route de Mon-Idée);2506175.14;1117628.18;;
3128.1;128;15830;Route de Mon-Idée;;4579;2015;4195;2015;3 semaines/an;150.0;Toutes_Directions;117522.0;PERIOD;2016-10-12 10:37:39;Douane de Mon-Idée (Route de Mon-Idée);2506163.35;1117622.30;;
3126.2000000000003;127;00345;Route d' Ambilly;;4061;2015;3802;2015;3 semaines/an;272.0;Toutes_Directions;117244.0;PERIOD;2016-10-12 10:37:38;Douane de Pierre-à-Bochet (Route d'Ambilly);2506071.22;1117127.93;;
3126.1;126;00345;Route d' Ambilly;;3984;2015;3770;2015;3 semaines/an;92.0;Toutes_Directions;117244.0;PERIOD;2016-10-12 10:37:37;Douane de Pierre-à-Bochet (Route d'Ambilly);2506058.85;1117125.27;;
3124.2000000000003;125;22853;Route de Sous-Moulin;;3784;2015;3573;2015;3 semaines/an;285.0;Toutes_Directions;116481.0;PERIOD;2016-10-12 10:37:36;Douane de Fossard (Route de Sous-Moulin);2503917.08;1115467.21;;
3124.1;124;22853;Route de Sous-Moulin;;4582;2015;4172;2015;3 semaines/an;105.0;Toutes_Directions;116481.0;PERIOD;2016-10-12 10:37:35;Douane de Fossard (Route de Sous-Moulin);2503909.24;1115466.46;;
3122.2000000000003;123;26778;Route du Pas-de-l'Echelle;;8209;2015;7592;2015;3 semaines/an;310.0;Toutes_Directions;115180.0;PERIOD;2016-10-12 10:37:34;Douane de Veyrier (Route du Pas-de-l'Echelle);2503427.64;1113556.65;;
3122.1;122;26778;Route du Pas-de-l'Echelle;;5154;2015;4985;2015;3 semaines/an;130.0;Toutes_Directions;115180.0;PERIOD;2016-10-12 10:37:33.000001;Douane de Veyrier (Route du Pas-de-l'Echelle);2503415.15;1113556.85;;
3120.2000000000003;121;54950;Route du Pont-de-la-Fin;;5059;2015;4707;2015;3 semaines/an;320.0;Toutes_Directions;118345.0;PERIOD;2016-10-12 10:37:32;Douane de Croix-de-Rozon (Route du Pont-de-la-Fin);2499475.77;1111116.84;;
3120.1;120;54950;Route du Pont-de-la-Fin;;5242;2015;4849;2015;3 semaines/an;140.0;Toutes_Directions;118345.0;PERIOD;2016-10-12 10:37:31;Douane de Croix-de-Rozon (Route du Pont-de-la-Fin);2499467.09;1111116.87;;
3118.2000000000003;119;00523;Route d' Annecy;;3449;2015;2962;2015;3 semaines/an;35.0;Toutes_Directions;112683.0;PERIOD;2016-10-12 10:37:31;Douane de Landecy (Route d'Annecy);2499060.19;1110859.93;;
3118.1;118;00523;Route d' Annecy;;2428;2015;2087;2015;3 semaines/an;215.0;Toutes_Directions;112683.0;PERIOD;2016-10-12 10:37:30;Douane de Landecy (Route d'Annecy);2499063.08;1110870.96;;
3116.2000000000003;117;54992;Route de Bellegarde;;3917;2015;3653;2015;3 semaines/an;30.0;Toutes_Directions;115928.0;PERIOD;2016-10-12 10:37:29;Chancy, au nord de Chancy;2487136.68;1112342.42;;
3116.1;116;54992;Route de Bellegarde;;3821;2015;3369;2015;3 semaines/an;220.0;Toutes_Directions;115928.0;PERIOD;2016-10-12 10:37:28;Chancy, au nord de Chancy;2487143.68;1112358.91;;
3112.2000000000003;113;23590;Avenue de Thônex;;9785;2015;8743;2015;3 semaines/an;202.0;Toutes_Directions;115657.0;PERIOD;2016-10-12 10:37:27;Thônex / Villette;2503516.90;1115394.20;;
3112.1;112;23590;Avenue de Thônex;;9186;2015;8304;2015;3 semaines/an;22.0;Toutes_Directions;115657.0;PERIOD;2016-10-12 10:37:26;Thônex / Villette;2503517.34;1115385.48;;
3104.2000000000003;105;90239;Viaduc de l' Ecu;;8758;2015;7983;2015;3 semaines/an;220.0;Toutes_Directions;116162.0;PERIOD;2016-10-12 10:37:24;Ecu (Viaduc);2497440.86;1118678.37;;
3104.1;104;90239;Viaduc de l' Ecu;;11204;2015;10504;2015;3 semaines/an;40.0;Toutes_Directions;116162.0;PERIOD;2016-10-12 10:37:25.000001;Ecu (Viaduc);2497439.02;1118671.53;;
2073.2;74;91251;  N 1a;France;25336;2015;21627;2015;sur demande;290.0;Toutes_Directions;116194.0;non défini;2016-10-12 10:05:10;* Arare (Tranchée, T. 224);2497309.17;1113163.51;;
2073.1;73;91251;  N 1a;Genève;26898;2015;22937;2015;sur demande;110.0;Toutes_Directions;116194.0;non défini;2016-10-12 10:05:10;* Arare (Tranchée, T. 224);2497288.98;1113158.86;;
2071.2;bpek01260fu;91243;  N 1;;27087;2015;24958;2015;365 jrs/an;205.0;Toutes_Directions;115799.0;CAR;2016-10-12 10:05:18;Douane de Bardonnex;2496554.51;1112417.38;;
2071.1;bpek01260lu;91243;  N 1;;29527;2015;27472;2015;365 jrs/an;25.0;Toutes_Directions;115799.0;CAR;2016-10-12 10:05:18;"Douane de Bardonnex
";2496563.70;1112398.96;;
2053.1;52222;59790;Route du Val-d'Arve;;12049;2015;10634;2015;365 jrs/an;270.0;Toutes_Directions;115985.0;PCRT;2016-10-12 10:05:17;Carouge (Tunnel);2499649.46;1114924.21;;
2053.2;52221;59790;Route du Val-d'Arve;;12682;2015;11045;2015;365 jrs/an;90.0;Toutes_Directions;115985.0;PCRT;2016-10-12 10:05:16;Carouge (Tunnel);2499638.90;1114920.91;;
2047.2;23555;62898;Tunnel de Ferney;;12300;2015;11727;2015;365 jrs/an;339.0;Toutes_Directions;117631.0;PCRT;2016-10-12 10:05:26;Ferney (Tunnel);2498501.66;1122511.17;;
1081.1;bbwxvma10000b;91243;  N 1;;6690;2015;6063;2015;2 mois par an;198.0;Toutes_Directions;116435.0;CAR;2016-10-12 10:05:25;Meyrin81;2496737.23;1119633.62;;
1035.1;bbwxmef10000b;91243;  N 1;;8583;2015;7587;2015;2 mois par an;45.0;Toutes_Directions;116452.0;CAR;2016-10-12 10:05:25;Meyrin35;2496848.09;1119582.91;;
1028.1;bvaxved09812b;91243;  N 1;;6542;2015;5897;2015;2 mois par an;280.0;Toutes_Directions;116456.0;CAR;2016-10-12 10:38:15;Vernier28;2496604.04;1119425.42;;
1080.1;bvaxmva09812b;91243;  N 1;;8902;2015;8229;2015;2 mois par an;210.0;Toutes_Directions;119086.0;CAR;2016-10-12 10:41:53;Vernier80;2496642.09;1119399.62;;
1082.1;bvaxvma09500b;;;;7960;2015;6939;2015;2 mois par an;45.0;Toutes_Directions;116445.0;CAR;2016-10-12 10:41:54;Vernier82;2496565.99;1119242.80;;
1001.1;bjbxjea3400b;91251;  N 1a;;6646;2015;5679;2015;2 mois par an;0.0;Tourner_Droite;120236.0;CAR;2016-10-12 10:05:25;Jeunes1001;2498877.19;1114680.43;;
